review_id,employee_id,review_date,performance_rating,job_satisfaction,environment_satisfaction,relationship_satisfaction,job_involvement,work_life_balance,training_times_last_year,percent_salary_hike
REV-092612,13262,2021-12-05,3,2,5,2,3,4,4,16
REV-092613,13262,2022-12-05,3,2,4,2,3,3,3,20
REV-092614,13262,2023-12-15,2,2,4,2,2,3,5,16
REV-092615,13263,2023-12-22,3,3,2,4,4,1,6,19
REV-092616,13264,2019-12-12,3,3,2,4,3,3,1,11
REV-092617,13264,2020-12-02,3,4,1,4,4,3,1,15
REV-092618,13264,2021-12-25,3,3,2,4,3,2,1,13
REV-092619,13264,2022-12-21,2,3,2,3,3,2,1,13
REV-092620,13264,2023-12-17,4,4,1,4,3,4,2,13
REV-092621,13265,2004-12-15,2,1,1,2,3,2,3,11
REV-092622,13265,2005-12-12,4,1,2,1,4,3,2,14
REV-092623,13265,2006-12-19,3,1,1,1,2,3,2,14
REV-092624,13265,2007-12-03,3,1,2,1,3,4,4,14
REV-092625,13265,2008-12-16,4,1,2,1,3,4,3,12
REV-092626,13265,2009-12-08,3,2,2,1,3,3,4,14
REV-092627,13265,2010-12-12,3,1,3,1,3,3,3,14
REV-092628,13265,2011-12-12,4,1,3,1,3,3,4,12
REV-092629,13265,2012-12-24,3,1,2,1,3,3,4,12
REV-092630,13265,2013-12-10,3,2,1,2,3,3,4,14
REV-092631,13265,2014-12-06,3,1,2,1,3,3,2,11
REV-092632,13265,2015-12-09,3,1,2,1,3,3,4,11
REV-092633,13265,2016-12-08,4,1,2,1,4,2,2,12
REV-092634,13265,2017-12-06,3,2,2,1,2,3,3,12
REV-092635,13265,2018-12-18,4,1,3,1,3,3,3,14
REV-092636,13265,2019-12-04,4,2,3,1,2,3,3,12
REV-092637,13265,2020-12-07,4,1,1,2,4,4,2,14
REV-092638,13265,2021-12-20,2,1,1,2,2,3,4,14
REV-092639,13265,2022-12-26,3,2,2,2,2,3,3,11
REV-092640,13265,2023-12-21,3,1,2,1,4,3,4,11
REV-092641,13266,2021-12-16,3,4,3,2,2,4,4,21
REV-092642,13266,2022-12-22,3,3,1,1,3,4,2,19
REV-092643,13266,2023-12-22,3,3,2,1,3,3,4,21
REV-092644,13267,2017-12-17,4,2,2,3,4,3,6,16
REV-092645,13267,2018-12-22,2,2,2,2,4,1,6,18
REV-092646,13267,2019-12-06,2,2,1,2,3,3,6,20
REV-092647,13267,2020-12-27,3,1,2,1,4,2,5,18
REV-092648,13267,2021-12-15,2,2,2,2,4,2,6,18
REV-092649,13267,2022-12-12,4,2,3,1,4,2,6,16
REV-092650,13267,2023-12-06,3,1,2,3,4,1,6,20
REV-092651,13268,2017-12-02,2,3,4,3,4,3,2,16
REV-092652,13268,2018-12-25,3,3,3,3,3,4,3,18
REV-092653,13268,2019-12-04,2,4,2,4,3,3,3,16
REV-092654,13268,2020-12-14,3,3,3,3,4,4,2,14
REV-092655,13268,2021-12-03,3,3,4,3,4,3,2,16
REV-092656,13268,2022-12-06,4,2,4,3,4,2,3,16
REV-092657,13268,2023-12-27,4,4,2,4,4,4,3,18
REV-092658,13269,2016-12-22,2,3,4,5,2,2,3,14
REV-092659,13269,2017-12-06,3,4,4,3,3,4,1,14
REV-092660,13269,2018-12-13,3,3,5,4,3,3,2,16
REV-092661,13269,2019-12-18,3,3,4,5,3,2,1,14
REV-092662,13269,2020-12-18,3,3,5,4,2,3,2,14
REV-092663,13269,2021-12-15,2,3,5,4,3,3,2,16
REV-092664,13269,2022-12-14,3,3,3,4,4,3,3,14
REV-092665,13269,2023-12-14,3,3,4,4,3,2,1,16
REV-092666,13270,2019-12-02,4,3,1,4,4,3,0,19
REV-092667,13270,2020-12-05,3,3,1,5,3,2,1,15
REV-092668,13270,2021-12-13,3,3,2,4,3,1,2,19
REV-092669,13270,2022-12-06,3,3,1,4,3,2,0,19
REV-092670,13270,2023-12-11,3,3,1,4,3,2,0,17
REV-092671,13271,2013-12-01,2,3,2,2,1,2,4,12
REV-092672,13271,2014-12-21,3,4,4,2,2,2,2,12
REV-092673,13271,2015-12-11,2,4,4,1,2,3,2,12
REV-092674,13271,2016-12-27,3,4,3,2,2,3,2,12
REV-092675,13271,2017-12-21,3,4,3,2,2,3,2,14
REV-092676,13271,2018-12-21,4,4,3,2,2,3,4,14
REV-092677,13271,2019-12-16,3,5,3,2,2,3,3,12
REV-092678,13271,2020-12-16,3,4,2,2,1,3,2,14
REV-092679,13271,2021-12-15,2,4,4,1,3,3,2,14
REV-092680,13271,2022-12-07,3,3,3,2,2,3,2,12
REV-092681,13271,2023-12-22,3,4,4,3,2,3,4,16
REV-092682,13272,2022-12-06,3,4,2,1,3,1,1,18
REV-092683,13272,2023-12-01,2,4,3,1,3,2,3,16
REV-092684,13273,2014-12-12,3,3,1,4,2,4,3,15
REV-092685,13273,2015-12-22,3,4,1,4,2,4,2,15
REV-092686,13273,2016-12-18,3,4,1,4,3,2,2,13
REV-092687,13273,2017-12-18,3,5,1,3,4,3,3,15
REV-092688,13273,2018-12-09,3,4,1,4,3,2,3,13
REV-092689,13273,2019-12-22,4,4,1,4,2,3,1,15
REV-092690,13273,2020-12-12,3,4,1,4,2,3,2,13
REV-092691,13273,2021-12-20,3,4,1,4,2,2,2,17
REV-092692,13273,2022-12-03,4,3,2,4,2,4,1,17
REV-092693,13273,2023-12-26,3,4,1,3,4,3,2,15
REV-092694,13275,2020-12-12,3,5,1,3,3,3,2,12
REV-092695,13275,2021-12-25,4,3,1,3,4,3,3,12
REV-092696,13275,2022-12-14,3,4,1,2,2,3,3,11
REV-092697,13275,2023-12-08,3,5,2,4,4,3,2,14
REV-092698,13276,2014-12-23,3,2,3,4,2,3,3,14
REV-092699,13276,2015-12-09,3,1,3,5,3,3,2,12
REV-092700,13276,2016-12-03,3,1,3,5,4,3,3,14
REV-092701,13276,2017-12-26,3,1,2,4,3,3,1,11
REV-092702,13276,2018-12-10,2,1,3,4,3,2,3,11
REV-092703,13276,2019-12-07,3,1,3,3,3,4,3,11
REV-092704,13276,2020-12-13,3,1,3,4,4,3,3,12
REV-092705,13276,2021-12-10,3,1,3,4,3,4,2,14
REV-092706,13276,2022-12-11,2,2,4,4,3,2,3,11
REV-092707,13276,2023-12-26,3,2,2,3,3,2,1,11
REV-092708,13277,2020-12-17,3,4,1,3,2,3,6,16
REV-092709,13277,2021-12-09,2,5,1,3,3,3,5,16
REV-092710,13277,2022-12-23,3,4,1,4,2,4,6,12
REV-092711,13277,2023-12-08,2,4,2,2,2,3,6,12
REV-092712,13278,2012-12-07,3,4,2,1,1,1,2,11
REV-092713,13278,2013-12-23,3,4,3,1,3,3,1,11
REV-092714,13278,2014-12-06,3,5,3,1,2,3,1,11
REV-092715,13278,2015-12-02,3,3,2,1,2,2,3,11
REV-092716,13278,2016-12-26,3,4,3,1,3,2,2,11
REV-092717,13278,2017-12-18,4,3,3,1,2,1,2,11
REV-092718,13278,2018-12-01,3,4,3,1,2,2,3,11
REV-092719,13278,2019-12-19,2,3,3,2,2,2,3,11
REV-092720,13278,2020-12-07,3,4,3,1,3,2,3,13
REV-092721,13278,2021-12-08,3,4,3,1,1,2,1,11
REV-092722,13278,2022-12-01,2,4,3,1,1,1,2,11
REV-092723,13278,2023-12-17,4,4,3,1,2,1,2,11
REV-092724,13279,2005-12-04,2,3,4,4,2,3,6,12
REV-092725,13279,2006-12-04,2,3,4,3,1,3,4,16
REV-092726,13279,2007-12-07,2,3,3,4,1,3,4,14
REV-092727,13279,2008-12-20,2,4,5,4,1,3,4,14
REV-092728,13279,2009-12-27,4,4,4,4,2,4,5,16
REV-092729,13279,2010-12-02,3,4,4,4,2,2,4,16
REV-092730,13279,2011-12-01,3,4,5,3,1,3,6,14
REV-092731,13279,2012-12-15,3,3,4,4,1,3,5,14
REV-092732,13279,2013-12-16,3,3,3,3,2,2,5,12
REV-092733,13279,2014-12-21,4,4,4,4,1,2,6,14
REV-092734,13279,2015-12-14,3,3,4,4,2,3,5,12
REV-092735,13279,2016-12-16,3,3,4,4,1,3,4,14
REV-092736,13279,2017-12-27,3,3,3,4,1,2,4,12
REV-092737,13279,2018-12-12,3,3,4,4,2,3,5,12
REV-092738,13279,2019-12-03,3,3,4,3,1,4,4,14
REV-092739,13279,2020-12-13,3,2,4,4,1,3,6,12
REV-092740,13279,2021-12-14,4,3,4,5,1,3,6,12
REV-092741,13279,2022-12-13,4,4,4,3,1,3,4,12
REV-092742,13279,2023-12-13,3,3,4,4,1,4,5,14
REV-092743,13280,2018-12-07,3,3,5,3,4,2,1,11
REV-092744,13280,2019-12-09,4,2,4,3,4,2,0,12
REV-092745,13280,2020-12-05,3,2,4,3,4,3,1,11
REV-092746,13280,2021-12-17,3,2,5,3,4,3,1,12
REV-092747,13280,2022-12-15,2,2,5,3,4,3,0,14
REV-092748,13280,2023-12-19,4,2,4,3,3,4,0,11
REV-092749,13281,2022-12-02,3,4,3,2,2,3,5,20
REV-092750,13281,2023-12-21,3,4,4,3,1,4,4,18
REV-092751,13282,2019-12-26,3,1,2,3,2,2,0,13
REV-092752,13282,2020-12-23,4,1,3,4,3,2,0,13
REV-092753,13282,2021-12-19,4,1,3,3,2,3,0,13
REV-092754,13282,2022-12-23,2,1,4,3,2,2,1,11
REV-092755,13282,2023-12-06,3,1,3,2,2,3,1,11
REV-092756,13283,2016-12-16,3,2,3,4,3,3,3,18
REV-092757,13283,2017-12-19,4,2,2,4,4,3,5,18
REV-092758,13283,2018-12-08,3,2,4,3,3,4,3,18
REV-092759,13283,2019-12-13,2,3,2,4,2,4,4,20
REV-092760,13283,2020-12-19,2,3,3,2,4,4,4,20
REV-092761,13283,2021-12-20,2,3,4,4,2,4,4,16
REV-092762,13283,2022-12-20,3,2,3,3,3,3,3,18
REV-092763,13283,2023-12-22,3,2,2,2,3,4,5,18
REV-092764,13284,2018-12-20,4,2,2,1,2,1,5,18
REV-092765,13284,2019-12-07,4,2,2,1,4,1,6,22
REV-092766,13284,2020-12-13,3,3,3,1,3,2,6,18
REV-092767,13284,2021-12-10,4,2,4,2,3,1,6,20
REV-092768,13284,2022-12-15,4,2,3,1,3,2,5,20
REV-092769,13284,2023-12-08,4,2,2,1,4,2,6,18
REV-092770,13285,2017-12-08,3,4,1,3,4,3,1,11
REV-092771,13285,2018-12-10,4,3,2,3,3,2,1,11
REV-092772,13285,2019-12-16,3,4,3,3,3,2,1,11
REV-092773,13285,2020-12-18,3,4,3,4,4,3,0,11
REV-092774,13285,2021-12-14,3,2,1,4,3,3,0,13
REV-092775,13285,2022-12-27,3,2,2,4,3,2,0,11
REV-092776,13285,2023-12-01,4,2,1,2,3,2,0,11
REV-092777,13286,2011-12-15,4,1,1,3,3,2,2,18
REV-092778,13286,2012-12-21,4,1,1,3,1,3,1,20
REV-092779,13286,2013-12-27,5,1,1,3,2,3,2,22
REV-092780,13286,2014-12-07,5,1,2,2,3,2,1,18
REV-092781,13286,2015-12-08,5,1,1,3,2,1,0,18
REV-092782,13286,2016-12-07,3,1,1,2,2,2,0,20
REV-092783,13286,2017-12-19,5,1,1,2,2,2,0,18
REV-092784,13286,2018-12-13,5,2,1,2,2,2,1,18
REV-092785,13286,2019-12-10,5,1,2,3,1,3,0,22
REV-092786,13286,2020-12-15,4,1,1,3,2,1,2,18
REV-092787,13286,2021-12-12,4,1,1,3,2,2,1,22
REV-092788,13286,2022-12-11,5,1,1,3,2,1,1,20
REV-092789,13286,2023-12-03,4,2,2,4,2,3,1,18
REV-092790,13287,2019-12-20,3,3,3,3,1,3,2,15
REV-092791,13287,2020-12-16,3,3,3,2,1,2,1,17
REV-092792,13287,2021-12-03,3,4,4,3,2,3,1,13
REV-092793,13287,2022-12-18,3,2,4,4,2,2,2,17
REV-092794,13287,2023-12-11,4,3,4,3,1,2,2,13
REV-092795,13288,2016-12-04,3,1,1,1,4,3,1,16
REV-092796,13288,2017-12-06,3,1,1,2,4,3,2,12
REV-092797,13288,2018-12-01,3,1,1,1,4,3,1,16
REV-092798,13288,2019-12-27,3,1,1,1,4,3,2,14
REV-092799,13288,2020-12-14,2,1,1,2,4,2,2,16
REV-092800,13288,2021-12-18,4,1,2,1,4,4,1,16
REV-092801,13288,2022-12-26,4,1,1,1,4,2,3,14
REV-092802,13288,2023-12-11,2,1,1,1,4,4,1,16
REV-092803,13289,1994-12-10,4,3,3,3,3,2,3,15
REV-092804,13289,1995-12-20,3,2,3,4,3,4,4,13
REV-092805,13289,1996-12-23,4,3,1,4,4,2,4,17
REV-092806,13289,1997-12-19,3,4,2,3,2,4,3,17
REV-092807,13289,1998-12-25,4,3,1,3,3,4,4,13
REV-092808,13289,1999-12-17,2,2,2,3,3,4,2,17
REV-092809,13289,2000-12-11,3,4,2,3,3,4,3,17
REV-092810,13289,2001-12-12,3,3,2,3,3,3,3,13
REV-092811,13289,2002-12-05,3,2,3,3,3,3,4,15
REV-092812,13289,2003-12-10,2,3,2,3,3,3,4,15
REV-092813,13289,2004-12-06,4,3,1,3,2,3,4,13
REV-092814,13289,2005-12-14,3,4,2,3,3,3,4,17
REV-092815,13289,2006-12-27,4,3,1,4,3,3,3,17
REV-092816,13289,2007-12-22,3,4,2,3,3,3,4,15
REV-092817,13289,2008-12-27,3,3,2,3,2,2,2,17
REV-092818,13289,2009-12-17,3,3,3,3,2,3,3,17
REV-092819,13289,2010-12-22,2,3,3,3,3,2,3,17
REV-092820,13289,2011-12-04,2,4,2,4,3,3,3,13
REV-092821,13289,2012-12-10,2,3,2,3,4,2,4,17
REV-092822,13289,2013-12-17,3,3,2,3,3,3,3,13
REV-092823,13289,2014-12-06,3,2,2,2,3,3,2,15
REV-092824,13289,2015-12-18,4,4,2,3,2,3,2,15
REV-092825,13289,2016-12-11,3,3,1,4,3,3,2,13
REV-092826,13289,2017-12-24,3,3,2,3,2,4,4,15
REV-092827,13289,2018-12-03,2,3,3,3,4,3,4,13
REV-092828,13289,2019-12-09,4,3,2,3,3,2,3,13
REV-092829,13289,2020-12-01,4,3,1,3,3,3,4,13
REV-092830,13289,2021-12-16,2,3,2,3,3,4,3,17
REV-092831,13289,2022-12-01,3,3,2,2,4,3,4,15
REV-092832,13289,2023-12-07,2,3,2,4,4,3,4,15
REV-092833,13290,2018-12-21,2,1,4,2,4,1,2,14
REV-092834,13290,2019-12-18,2,1,4,1,4,2,4,16
REV-092835,13290,2020-12-08,3,2,4,2,2,3,2,16
REV-092836,13290,2021-12-24,3,1,3,2,3,3,2,16
REV-092837,13290,2022-12-24,3,1,4,2,3,1,4,12
REV-092838,13290,2023-12-22,3,1,4,2,3,2,2,16
REV-092839,13291,2014-12-05,3,4,4,2,2,1,4,11
REV-092840,13291,2015-12-01,4,3,2,1,3,2,5,12
REV-092841,13291,2016-12-07,2,5,3,2,3,1,4,14
REV-092842,13291,2017-12-02,3,5,3,2,4,2,6,11
REV-092843,13291,2018-12-13,3,4,4,2,4,2,4,11
REV-092844,13291,2019-12-08,2,4,2,1,3,2,5,12
REV-092845,13291,2020-12-21,2,4,3,2,3,2,5,11
REV-092846,13291,2021-12-12,3,3,2,1,4,2,4,12
REV-092847,13291,2022-12-03,4,4,4,2,3,2,5,11
REV-092848,13291,2023-12-09,4,4,4,2,3,1,5,14
REV-092849,13292,2011-12-17,3,5,1,1,1,3,3,13
REV-092850,13292,2012-12-22,4,3,1,2,2,3,3,11
REV-092851,13292,2013-12-26,3,3,2,1,2,2,3,11
REV-092852,13292,2014-12-02,3,5,1,1,3,4,2,11
REV-092853,13292,2015-12-11,3,4,2,1,2,3,3,11
REV-092854,13292,2016-12-20,2,4,1,1,3,3,1,13
REV-092855,13292,2017-12-25,3,3,1,1,2,3,3,11
REV-092856,13292,2018-12-11,3,3,1,1,2,3,3,13
REV-092857,13292,2019-12-08,4,3,1,1,2,3,3,11
REV-092858,13292,2020-12-18,3,4,1,1,2,3,1,11
REV-092859,13292,2021-12-01,4,4,1,1,2,3,1,11
REV-092860,13292,2022-12-05,4,5,1,1,2,3,2,11
REV-092861,13292,2023-12-11,3,4,1,1,3,3,2,11
REV-092862,13293,2021-12-01,3,3,4,5,3,3,4,16
REV-092863,13293,2022-12-11,3,4,4,4,2,2,3,18
REV-092864,13293,2023-12-12,4,4,5,4,3,3,4,14
REV-092865,13294,2021-12-18,3,3,3,4,2,2,2,11
REV-092866,13294,2022-12-03,3,2,3,4,4,2,2,11
REV-092867,13294,2023-12-01,3,1,3,3,3,1,3,15
REV-092868,13295,2022-12-24,4,1,2,1,3,4,3,11
REV-092869,13295,2023-12-02,3,1,3,1,3,2,2,11
REV-092870,13296,2004-12-05,2,2,2,5,3,3,2,13
REV-092871,13296,2005-12-02,3,3,3,4,3,1,4,15
REV-092872,13296,2006-12-02,3,3,3,4,3,3,3,15
REV-092873,13296,2007-12-05,4,3,4,4,2,3,2,13
REV-092874,13296,2008-12-05,3,2,2,4,3,2,3,15
REV-092875,13296,2009-12-15,4,3,3,4,4,2,4,13
REV-092876,13296,2010-12-21,2,3,4,4,4,2,4,13
REV-092877,13296,2011-12-27,3,3,4,3,3,2,3,15
REV-092878,13296,2012-12-09,3,3,2,5,3,2,3,11
REV-092879,13296,2013-12-25,4,3,3,5,3,2,4,13
REV-092880,13296,2014-12-09,2,4,3,4,3,2,4,13
REV-092881,13296,2015-12-27,3,2,3,4,2,2,2,11
REV-092882,13296,2016-12-10,3,3,3,4,3,2,2,13
REV-092883,13296,2017-12-14,3,2,3,4,4,2,3,15
REV-092884,13296,2018-12-19,3,2,3,4,3,2,2,15
REV-092885,13296,2019-12-10,3,3,3,4,3,3,4,15
REV-092886,13296,2020-12-06,3,2,3,4,3,3,4,13
REV-092887,13296,2021-12-16,3,4,4,4,3,2,4,11
REV-092888,13296,2022-12-06,2,4,3,4,3,1,3,13
REV-092889,13296,2023-12-26,4,4,3,5,3,1,2,13
REV-092890,13297,2023-12-09,3,4,4,2,3,1,0,11
REV-092891,13298,2023-12-02,3,1,3,2,2,2,6,13
REV-092892,13299,1999-12-24,4,3,3,4,3,4,2,11
REV-092893,13299,2000-12-13,3,3,3,3,3,3,4,11
REV-092894,13299,2001-12-04,3,4,3,5,3,4,4,12
REV-092895,13299,2002-12-22,3,4,4,4,3,4,4,12
REV-092896,13299,2003-12-20,3,4,2,5,3,3,2,11
REV-092897,13299,2004-12-20,3,4,4,5,3,3,4,12
REV-092898,13299,2005-12-08,2,4,3,5,2,4,4,11
REV-092899,13299,2006-12-22,3,4,3,4,3,4,2,12
REV-092900,13299,2007-12-14,3,3,3,4,3,3,4,12
REV-092901,13299,2008-12-15,3,4,4,4,4,4,2,14
REV-092902,13299,2009-12-01,4,4,4,4,2,3,2,12
REV-092903,13299,2010-12-22,3,4,3,4,2,4,2,12
REV-092904,13299,2011-12-11,2,4,3,4,3,4,4,14
REV-092905,13299,2012-12-17,3,4,3,4,3,4,4,14
REV-092906,13299,2013-12-06,3,3,3,3,4,4,4,14
REV-092907,13299,2014-12-17,4,4,2,4,2,4,2,14
REV-092908,13299,2015-12-27,3,5,3,4,3,4,2,12
REV-092909,13299,2016-12-04,3,4,4,5,2,4,2,12
REV-092910,13299,2017-12-21,3,3,3,4,3,4,3,11
REV-092911,13299,2018-12-01,2,5,3,5,3,4,2,11
REV-092912,13299,2019-12-05,3,3,3,3,3,4,4,11
REV-092913,13299,2020-12-13,3,4,3,5,2,4,2,12
REV-092914,13299,2021-12-08,2,4,2,4,4,3,2,14
REV-092915,13299,2022-12-04,3,4,3,4,3,4,4,14
REV-092916,13299,2023-12-01,3,4,3,4,3,3,2,12
REV-092917,13300,2005-12-07,3,2,1,3,4,3,3,19
REV-092918,13300,2006-12-06,4,3,2,2,4,2,2,17
REV-092919,13300,2007-12-06,3,3,1,4,4,1,1,17
REV-092920,13300,2008-12-18,3,3,1,3,4,2,3,19
REV-092921,13300,2009-12-10,4,2,1,2,4,2,3,19
REV-092922,13300,2010-12-01,3,3,2,3,4,1,3,15
REV-092923,13300,2011-12-01,3,3,1,2,4,2,1,15
REV-092924,13300,2012-12-06,4,3,1,3,3,1,2,19
REV-092925,13300,2013-12-20,3,3,1,2,4,2,1,15
REV-092926,13300,2014-12-02,3,3,1,2,4,3,2,17
REV-092927,13300,2015-12-15,3,3,1,2,4,2,3,15
REV-092928,13300,2016-12-20,4,3,1,3,4,1,3,19
REV-092929,13300,2017-12-01,4,3,1,4,4,2,2,17
REV-092930,13300,2018-12-11,3,4,1,3,3,3,3,15
REV-092931,13300,2019-12-27,4,2,1,3,4,1,1,15
REV-092932,13300,2020-12-24,3,3,1,4,4,2,3,15
REV-092933,13300,2021-12-27,3,2,1,4,4,3,2,15
REV-092934,13300,2022-12-13,3,3,1,3,4,3,3,17
REV-092935,13300,2023-12-18,3,3,1,4,3,2,1,17
REV-092936,13301,2016-12-15,4,4,3,1,3,2,3,18
REV-092937,13301,2017-12-23,5,5,3,3,4,2,2,18
REV-092938,13301,2018-12-08,4,3,4,2,3,1,3,18
REV-092939,13301,2019-12-19,3,4,3,2,4,2,2,20
REV-092940,13301,2020-12-16,5,3,3,2,3,2,2,18
REV-092941,13301,2021-12-08,4,4,2,1,3,3,2,22
REV-092942,13301,2022-12-22,5,4,4,2,3,2,2,22
REV-092943,13301,2023-12-11,4,3,2,2,4,2,1,18
REV-092944,13302,2019-12-05,4,1,3,3,1,2,4,21
REV-092945,13302,2020-12-13,3,1,2,2,2,2,4,19
REV-092946,13302,2021-12-10,5,1,2,2,1,2,6,19
REV-092947,13302,2022-12-18,5,1,2,2,1,3,5,23
REV-092948,13302,2023-12-23,3,2,2,2,1,3,5,21
REV-092949,13303,2022-12-09,2,2,3,3,3,2,1,19
REV-092950,13303,2023-12-22,3,2,4,1,4,2,0,17
REV-092951,13304,2023-12-15,3,3,4,1,4,2,3,19
REV-092952,13305,2014-12-14,2,4,4,4,3,3,2,11
REV-092953,13305,2015-12-16,3,5,4,5,3,3,2,15
REV-092954,13305,2016-12-11,2,3,4,5,2,2,3,11
REV-092955,13305,2017-12-03,3,3,4,3,2,4,3,11
REV-092956,13305,2018-12-15,2,3,4,4,3,4,1,11
REV-092957,13305,2019-12-04,4,4,4,4,3,3,2,15
REV-092958,13305,2020-12-16,3,4,4,4,3,3,3,15
REV-092959,13305,2021-12-14,3,4,5,3,3,3,1,13
REV-092960,13305,2022-12-14,3,4,5,4,3,3,1,13
REV-092961,13305,2023-12-20,3,5,4,4,4,3,1,11
REV-092962,13306,2021-12-12,2,2,4,2,3,4,1,12
REV-092963,13306,2022-12-16,3,1,3,2,4,3,3,16
REV-092964,13306,2023-12-20,2,2,3,2,2,3,2,14
REV-092965,13307,2016-12-13,4,2,3,3,1,3,1,16
REV-092966,13307,2017-12-25,3,3,3,1,1,2,1,12
REV-092967,13307,2018-12-21,4,1,2,2,1,3,3,14
REV-092968,13307,2019-12-19,2,1,4,3,1,1,3,14
REV-092969,13307,2020-12-12,3,2,4,3,1,2,1,16
REV-092970,13307,2021-12-14,3,3,3,2,1,2,1,12
REV-092971,13307,2022-12-10,2,3,4,2,1,2,3,12
REV-092972,13307,2023-12-05,3,1,4,2,1,1,2,16
REV-092973,13308,2021-12-07,3,1,3,4,3,3,1,15
REV-092974,13308,2022-12-07,4,1,2,4,3,3,1,13
REV-092975,13308,2023-12-07,3,1,2,4,3,2,1,11
REV-092976,13309,1999-12-23,4,2,1,3,2,2,4,11
REV-092977,13309,2000-12-10,3,2,2,3,2,2,3,11
REV-092978,13309,2001-12-11,4,3,2,4,2,2,2,13
REV-092979,13309,2002-12-20,3,2,1,3,2,3,4,11
REV-092980,13309,2003-12-25,3,2,1,3,1,3,4,13
REV-092981,13309,2004-12-13,2,1,1,3,2,3,2,11
REV-092982,13309,2005-12-04,4,2,2,4,3,3,4,13
REV-092983,13309,2006-12-08,3,3,1,2,2,3,2,13
REV-092984,13309,2007-12-10,4,2,1,4,1,3,2,11
REV-092985,13309,2008-12-26,3,3,2,3,1,3,2,11
REV-092986,13309,2009-12-14,3,2,2,3,2,4,3,11
REV-092987,13309,2010-12-06,3,2,1,3,3,4,3,11
REV-092988,13309,2011-12-27,3,2,2,4,2,4,3,11
REV-092989,13309,2012-12-22,4,2,1,2,3,3,4,11
REV-092990,13309,2013-12-09,3,3,2,3,2,2,2,11
REV-092991,13309,2014-12-12,3,2,2,3,1,3,3,11
REV-092992,13309,2015-12-07,3,3,1,3,1,4,3,13
REV-092993,13309,2016-12-22,4,3,2,4,3,3,2,11
REV-092994,13309,2017-12-09,3,2,1,3,3,3,2,11
REV-092995,13309,2018-12-04,3,2,1,4,2,4,2,13
REV-092996,13309,2019-12-15,4,1,1,3,1,3,4,11
REV-092997,13309,2020-12-01,3,2,1,4,2,4,4,11
REV-092998,13309,2021-12-27,3,2,1,3,1,4,4,13
REV-092999,13309,2022-12-22,3,2,1,3,3,3,3,11
REV-093000,13309,2023-12-01,3,2,1,3,3,3,3,11
REV-093001,13310,2018-12-13,4,1,3,3,3,3,1,24
REV-093002,13310,2019-12-03,4,1,4,3,4,4,2,24
REV-093003,13310,2020-12-11,5,2,3,2,3,3,1,22
REV-093004,13310,2021-12-22,4,1,2,3,2,4,2,22
REV-093005,13310,2022-12-17,4,1,2,3,3,2,1,22
REV-093006,13310,2023-12-21,3,1,4,2,3,4,1,22
REV-093007,13311,2014-12-06,3,1,2,4,3,3,1,13
REV-093008,13311,2015-12-18,3,1,3,2,4,3,0,13
REV-093009,13311,2016-12-22,4,1,2,3,4,3,2,11
REV-093010,13311,2017-12-23,2,2,2,2,4,2,2,11
REV-093011,13311,2018-12-03,4,1,2,3,4,4,1,11
REV-093012,13311,2019-12-13,4,1,1,3,4,3,1,11
REV-093013,13311,2020-12-14,4,1,2,3,4,3,2,11
REV-093014,13311,2021-12-15,4,1,2,3,4,2,2,11
REV-093015,13311,2022-12-11,3,1,2,2,4,3,0,11
REV-093016,13311,2023-12-03,3,1,2,3,3,2,2,11
REV-093017,13312,2004-12-02,2,4,2,1,2,1,1,11
REV-093018,13312,2005-12-09,2,4,2,1,2,2,1,11
REV-093019,13312,2006-12-08,3,5,2,1,2,1,3,11
REV-093020,13312,2007-12-13,2,4,3,1,2,3,1,13
REV-093021,13312,2008-12-14,2,4,2,1,1,1,2,11
REV-093022,13312,2009-12-27,3,4,2,1,2,1,1,11
REV-093023,13312,2010-12-19,2,3,2,1,1,1,2,11
REV-093024,13312,2011-12-10,3,4,1,2,2,2,3,13
REV-093025,13312,2012-12-21,2,4,2,1,2,3,3,13
REV-093026,13312,2013-12-24,3,5,1,1,1,3,2,13
REV-093027,13312,2014-12-20,2,4,2,1,1,3,1,13
REV-093028,13312,2015-12-13,3,4,1,1,2,2,2,13
REV-093029,13312,2016-12-25,3,3,2,1,2,3,3,11
REV-093030,13312,2017-12-19,2,4,2,1,2,2,2,11
REV-093031,13312,2018-12-20,3,4,2,2,2,2,3,13
REV-093032,13312,2019-12-22,3,4,2,1,2,2,3,13
REV-093033,13312,2020-12-26,3,4,1,1,1,1,2,13
REV-093034,13312,2021-12-13,3,3,2,1,2,3,2,11
REV-093035,13312,2022-12-24,3,4,2,1,2,3,2,11
REV-093036,13312,2023-12-05,3,3,3,1,2,2,2,11
REV-093037,13313,2023-12-08,3,4,3,3,3,1,4,15
REV-093038,13314,2018-12-16,3,2,3,3,3,2,3,11
REV-093039,13314,2019-12-13,4,1,3,3,2,3,1,14
REV-093040,13314,2020-12-24,3,1,4,2,3,3,1,12
REV-093041,13314,2021-12-17,3,2,4,4,2,4,3,11
REV-093042,13314,2022-12-04,4,2,4,4,2,4,2,11
REV-093043,13314,2023-12-24,3,1,4,2,3,3,1,14
REV-093044,13315,2018-12-19,5,4,4,4,3,2,6,20
REV-093045,13315,2019-12-18,4,5,4,3,4,2,4,22
REV-093046,13315,2020-12-27,4,5,4,2,3,4,4,24
