assignment_id,employee_id,project_id,assignment_role,allocation_percentage,start_date,end_date
ASN-19656,16497,PRJ-1977,Contributor,75,2019-10-01,2023-01-28
ASN-19657,8949,PRJ-0795,Lead,100,2020-01-04,
ASN-19658,9089,PRJ-1723,Reviewer,50,2021-11-01,2022-07-22
ASN-19659,14215,PRJ-1598,Contributor,100,2022-09-01,
ASN-19660,24735,PRJ-0899,Reviewer,50,2019-08-14,2023-01-13
ASN-19661,8978,PRJ-1168,Reviewer,50,2018-01-27,
ASN-19662,1804,PRJ-0103,Contributor,50,2019-11-03,
ASN-19663,15390,PRJ-0093,Reviewer,100,2019-04-14,
ASN-19664,18683,PRJ-0975,Contributor,75,2019-02-09,2021-05-15
ASN-19665,12271,PRJ-1448,Contributor,100,2022-01-12,
ASN-19666,1543,PRJ-0119,Lead,50,2022-01-12,
ASN-19667,7260,PRJ-2033,Contributor,100,2022-05-05,
ASN-19668,12401,PRJ-2077,Contributor,100,2019-03-21,
ASN-19669,12547,PRJ-1535,Reviewer,50,2021-02-16,
ASN-19670,2155,PRJ-1390,Contributor,100,2022-02-03,
ASN-19671,8767,PRJ-0475,Contributor,100,2021-01-07,
ASN-19672,15750,PRJ-0435,Consultant,25,2018-11-02,
ASN-19673,11231,PRJ-1258,Contributor,100,2022-11-03,
ASN-19674,17766,PRJ-0055,Contributor,100,2021-01-13,2023-05-10
ASN-19675,5903,PRJ-0931,Contributor,50,2020-01-02,2020-05-30
ASN-19676,1223,PRJ-1316,Contributor,50,2022-01-10,
ASN-19677,1502,PRJ-0312,Reviewer,100,2020-11-04,
ASN-19678,9051,PRJ-1572,Contributor,50,2023-01-07,
ASN-19679,16209,PRJ-0957,Lead,100,2018-02-25,
ASN-19680,3575,PRJ-2366,Contributor,50,2022-02-22,2023-03-22
ASN-19681,3730,PRJ-1901,Reviewer,50,2020-01-11,
ASN-19682,11158,PRJ-0757,Lead,100,2018-07-30,
ASN-19683,24125,PRJ-1433,Reviewer,50,2018-04-07,2023-08-14
ASN-19684,19576,PRJ-1264,Contributor,50,2021-01-28,2021-06-26
ASN-19685,7477,PRJ-1856,Consultant,100,2019-04-12,
ASN-19686,17946,PRJ-1094,Contributor,25,2018-09-04,
ASN-19687,14963,PRJ-0744,Consultant,25,2021-06-12,
ASN-19688,2523,PRJ-2324,Contributor,100,2021-09-13,
ASN-19689,2392,PRJ-0233,Reviewer,100,2020-07-19,2020-10-03
ASN-19690,19060,PRJ-2102,Contributor,100,2020-07-25,
ASN-19691,18568,PRJ-0257,Contributor,25,2020-01-13,
ASN-19692,24853,PRJ-2029,Contributor,100,2019-11-08,
ASN-19693,12075,PRJ-2138,Contributor,25,2021-07-19,
ASN-19694,11797,PRJ-1762,Contributor,25,2019-06-02,2019-11-01
ASN-19695,24451,PRJ-1930,Contributor,50,2022-01-01,
ASN-19696,2079,PRJ-1459,Consultant,100,2022-08-08,
ASN-19697,20727,PRJ-1649,Contributor,50,2021-01-10,
ASN-19698,12270,PRJ-0408,Contributor,100,2022-08-09,
ASN-19699,14363,PRJ-1693,Contributor,100,2021-01-02,
ASN-19700,17505,PRJ-1978,Reviewer,75,2021-05-08,
ASN-19701,12961,PRJ-2414,Contributor,25,2021-01-01,
ASN-19702,10716,PRJ-2399,Contributor,25,2019-10-24,
ASN-19703,21804,PRJ-1323,Lead,25,2020-05-24,
ASN-19704,3371,PRJ-1930,Lead,100,2022-01-09,
ASN-19705,1909,PRJ-1183,Contributor,50,2020-04-28,
ASN-19706,19905,PRJ-0842,Reviewer,50,2022-12-26,
ASN-19707,4308,PRJ-0984,Reviewer,50,2021-09-02,
ASN-19708,20881,PRJ-1761,Consultant,50,2019-01-02,
ASN-19709,21135,PRJ-1379,Contributor,100,2022-01-03,2022-03-18
ASN-19710,11298,PRJ-0621,Reviewer,75,2022-11-15,
ASN-19711,16882,PRJ-0930,Reviewer,100,2022-01-11,2022-06-19
ASN-19712,23376,PRJ-2449,Lead,100,2018-03-16,
ASN-19713,3588,PRJ-1731,Consultant,100,2021-01-05,
ASN-19714,12386,PRJ-0975,Contributor,100,2019-02-12,2021-05-15
ASN-19715,2414,PRJ-0392,Contributor,50,2019-09-14,
ASN-19716,20185,PRJ-0352,Contributor,100,2022-07-24,2023-11-19
ASN-19717,22556,PRJ-1690,Contributor,50,2021-09-16,
ASN-19718,10953,PRJ-0576,Contributor,25,2022-01-11,2023-06-04
ASN-19719,3458,PRJ-1694,Contributor,75,2021-08-28,2022-07-27
ASN-19720,8465,PRJ-1312,Contributor,50,2019-11-05,
ASN-19721,23354,PRJ-0523,Lead,50,2022-10-26,2023-02-10
ASN-19722,1151,PRJ-0726,Lead,100,2020-01-08,
ASN-19723,14538,PRJ-0162,Consultant,100,2022-01-14,
ASN-19724,7455,PRJ-1938,Contributor,50,2022-01-12,2023-06-13
ASN-19725,14786,PRJ-0659,Contributor,100,2020-03-12,2022-08-07
ASN-19726,21592,PRJ-1573,Contributor,100,2021-10-23,
ASN-19727,11582,PRJ-2130,Contributor,50,2018-02-20,
ASN-19728,19,PRJ-0524,Reviewer,50,2018-01-21,
ASN-19729,9809,PRJ-0004,Contributor,100,2019-01-04,2021-06-27
ASN-19730,19563,PRJ-1579,Reviewer,50,2018-02-08,
ASN-19731,16369,PRJ-1075,Contributor,50,2020-01-01,
ASN-19732,5578,PRJ-1285,Contributor,50,2022-09-04,
ASN-19733,4082,PRJ-1623,Contributor,100,2022-01-02,
ASN-19734,6455,PRJ-0878,Reviewer,25,2022-01-08,
ASN-19735,24988,PRJ-1092,Reviewer,100,2019-01-17,
ASN-19736,8934,PRJ-1167,Contributor,100,2022-01-30,
ASN-19737,2672,PRJ-1578,Reviewer,100,2019-07-03,2019-12-14
ASN-19738,10972,PRJ-1675,Contributor,50,2020-09-05,
ASN-19739,14971,PRJ-1609,Contributor,100,2023-01-03,
ASN-19740,6388,PRJ-1218,Reviewer,25,2019-01-22,2020-01-22
ASN-19741,6834,PRJ-1691,Lead,50,2019-01-14,
ASN-19742,19009,PRJ-0314,Contributor,100,2020-07-03,
ASN-19743,21884,PRJ-0730,Lead,100,2019-10-14,2021-06-12
ASN-19744,515,PRJ-0384,Contributor,25,2022-03-28,2022-10-11
ASN-19745,207,PRJ-1789,Contributor,50,2018-01-23,
ASN-19746,948,PRJ-1813,Reviewer,100,2020-04-15,
ASN-19747,10634,PRJ-2325,Contributor,100,2018-02-09,2018-02-18
ASN-19748,15381,PRJ-1096,Reviewer,25,2019-11-29,2019-12-31
ASN-19749,18213,PRJ-1153,Lead,50,2021-09-02,2022-10-26
ASN-19750,6862,PRJ-1549,Contributor,50,2019-08-24,
ASN-19751,6095,PRJ-1865,Contributor,100,2021-02-24,2022-02-14
ASN-19752,6346,PRJ-0751,Lead,25,2021-01-09,
ASN-19753,18552,PRJ-0983,Contributor,50,2021-07-01,
ASN-19754,13961,PRJ-0228,Reviewer,100,2021-01-01,
ASN-19755,24364,PRJ-2044,Reviewer,25,2018-10-20,
ASN-19756,22311,PRJ-1978,Reviewer,25,2021-05-14,
ASN-19757,6533,PRJ-2065,Consultant,75,2021-07-18,
ASN-19758,22041,PRJ-1609,Contributor,50,2021-11-16,
ASN-19759,5944,PRJ-0012,Reviewer,25,2021-10-25,
ASN-19760,14570,PRJ-1523,Reviewer,50,2018-07-08,2018-09-12
ASN-19761,9849,PRJ-0692,Contributor,75,2021-10-28,2023-09-01
ASN-19762,8794,PRJ-1740,Consultant,100,2019-12-27,2021-05-24
ASN-19763,5440,PRJ-1526,Contributor,100,2022-01-02,2023-02-17
ASN-19764,1204,PRJ-0070,Contributor,25,2018-12-10,2019-02-23
ASN-19765,23385,PRJ-2156,Contributor,50,2021-01-10,
ASN-19766,9584,PRJ-2249,Contributor,25,2021-03-26,
ASN-19767,14412,PRJ-1573,Reviewer,50,2021-10-24,
ASN-19768,23024,PRJ-0629,Contributor,50,2019-08-13,2023-02-10
ASN-19769,24074,PRJ-1288,Consultant,75,2022-05-29,2023-08-14
ASN-19770,13118,PRJ-0906,Reviewer,25,2022-12-20,
ASN-19771,23898,PRJ-2351,Contributor,100,2019-01-07,
ASN-19772,23011,PRJ-0576,Contributor,50,2020-06-19,2023-06-04
ASN-19773,7387,PRJ-2173,Consultant,50,2022-05-08,
ASN-19774,3132,PRJ-2021,Contributor,100,2020-01-05,
ASN-19775,23519,PRJ-0859,Consultant,100,2018-03-19,
ASN-19776,20115,PRJ-0745,Contributor,25,2021-07-11,
ASN-19777,19051,PRJ-2180,Reviewer,100,2020-01-01,
ASN-19778,16934,PRJ-0115,Contributor,100,2022-09-27,
ASN-19779,21126,PRJ-0481,Contributor,50,2019-05-22,2022-11-27
ASN-19780,17629,PRJ-0981,Consultant,50,2021-05-07,2021-08-26
ASN-19781,12079,PRJ-1025,Contributor,25,2022-09-10,2023-03-24
ASN-19782,20397,PRJ-2379,Reviewer,25,2021-05-05,
ASN-19783,22581,PRJ-1601,Contributor,100,2022-01-09,
ASN-19784,20930,PRJ-0942,Contributor,75,2022-07-28,2022-10-17
ASN-19785,6206,PRJ-0955,Contributor,100,2021-11-08,2022-04-05
ASN-19786,23575,PRJ-1661,Contributor,100,2020-09-08,
ASN-19787,24620,PRJ-0768,Lead,100,2018-11-11,
ASN-19788,13870,PRJ-2439,Reviewer,25,2021-01-22,2021-05-30
ASN-19789,659,PRJ-0834,Consultant,100,2018-05-09,
ASN-19790,23380,PRJ-2191,Contributor,50,2023-01-14,2023-01-19
ASN-19791,14383,PRJ-2376,Lead,50,2019-04-29,2021-12-31
ASN-19792,12123,PRJ-1782,Contributor,25,2020-02-25,
ASN-19793,11060,PRJ-0628,Consultant,50,2022-04-21,
ASN-19794,13336,PRJ-0377,Reviewer,50,2021-01-12,
ASN-19795,22161,PRJ-0090,Contributor,50,2018-02-02,
ASN-19796,21678,PRJ-1021,Consultant,100,2020-03-17,
ASN-19797,18076,PRJ-1066,Consultant,100,2020-04-07,
ASN-19798,10418,PRJ-1971,Reviewer,50,2018-12-29,
ASN-19799,11259,PRJ-1059,Consultant,50,2019-01-31,
ASN-19800,10140,PRJ-1518,Reviewer,50,2021-08-17,
ASN-19801,9558,PRJ-0124,Consultant,100,2022-07-27,2022-09-03
ASN-19802,7736,PRJ-2105,Reviewer,50,2019-09-01,
ASN-19803,19515,PRJ-1480,Contributor,50,2018-10-09,
ASN-19804,23429,PRJ-2283,Lead,50,2020-10-19,
ASN-19805,20918,PRJ-2440,Contributor,75,2018-04-26,
ASN-19806,21932,PRJ-1516,Contributor,25,2018-02-12,
ASN-19807,17352,PRJ-1855,Contributor,50,2019-01-24,2023-06-28
ASN-19808,17789,PRJ-1367,Contributor,100,2020-01-11,2020-01-21
ASN-19809,9948,PRJ-0052,Contributor,50,2022-01-07,
ASN-19810,15545,PRJ-1574,Lead,50,2021-02-04,2023-07-31
ASN-19811,20015,PRJ-1502,Contributor,50,2021-09-19,2022-06-22
ASN-19812,14796,PRJ-2053,Lead,100,2021-09-07,
ASN-19813,19353,PRJ-0632,Reviewer,100,2020-12-06,
ASN-19814,23654,PRJ-1862,Lead,75,2021-12-30,
ASN-19815,1580,PRJ-1233,Consultant,50,2022-01-11,2022-03-03
ASN-19816,10988,PRJ-2265,Contributor,75,2022-10-22,2023-03-22
ASN-19817,5993,PRJ-2048,Lead,75,2019-09-04,2019-12-21
ASN-19818,51,PRJ-0536,Contributor,50,2019-08-21,
ASN-19819,6453,PRJ-0730,Reviewer,50,2021-01-02,2021-06-12
ASN-19820,5154,PRJ-1276,Consultant,100,2020-06-29,
ASN-19821,15341,PRJ-2051,Reviewer,50,2018-01-14,
ASN-19822,13901,PRJ-1026,Contributor,50,2021-01-03,
ASN-19823,22408,PRJ-2198,Contributor,50,2018-12-16,2020-05-28
ASN-19824,14971,PRJ-2052,Contributor,100,2023-01-08,
ASN-19825,20685,PRJ-1521,Contributor,100,2018-07-31,
ASN-19826,2788,PRJ-1895,Reviewer,25,2019-07-25,
ASN-19827,13382,PRJ-0468,Contributor,50,2022-06-16,
ASN-19828,15590,PRJ-2118,Contributor,100,2018-04-25,2023-12-09
ASN-19829,15840,PRJ-0201,Lead,50,2019-10-19,
ASN-19830,2156,PRJ-0308,Consultant,75,2022-08-16,2023-02-13
ASN-19831,7020,PRJ-2046,Contributor,25,2021-03-09,2022-08-06
ASN-19832,21745,PRJ-0922,Reviewer,100,2018-12-13,2019-05-08
ASN-19833,20615,PRJ-2340,Reviewer,100,2018-06-10,2018-11-16
ASN-19834,7608,PRJ-0883,Contributor,75,2021-01-03,2021-03-01
ASN-19835,10929,PRJ-0586,Contributor,50,2018-05-09,2018-11-09
ASN-19836,15658,PRJ-1721,Contributor,75,2020-03-07,
ASN-19837,8599,PRJ-0509,Contributor,25,2018-11-07,2022-12-30
ASN-19838,11572,PRJ-0005,Consultant,50,2022-05-01,2023-06-30
ASN-19839,20582,PRJ-2341,Consultant,25,2018-05-15,
ASN-19840,16207,PRJ-0360,Reviewer,100,2021-01-05,
ASN-19841,11888,PRJ-0214,Lead,50,2018-01-16,
ASN-19842,15029,PRJ-1460,Reviewer,50,2020-07-03,2023-08-02
ASN-19843,15976,PRJ-0563,Contributor,75,2018-07-14,2019-04-03
ASN-19844,13840,PRJ-0045,Contributor,50,2018-05-31,2023-05-21
ASN-19845,13920,PRJ-0634,Contributor,50,2022-12-25,
ASN-19846,5413,PRJ-1436,Contributor,100,2021-07-21,
ASN-19847,4500,PRJ-1211,Contributor,100,2019-01-18,2019-04-17
ASN-19848,4910,PRJ-1750,Contributor,25,2020-01-07,
ASN-19849,23554,PRJ-0594,Contributor,50,2021-01-13,
ASN-19850,15479,PRJ-1425,Contributor,50,2021-03-18,
ASN-19851,11095,PRJ-2294,Contributor,100,2019-01-11,
ASN-19852,19647,PRJ-1927,Lead,100,2022-01-06,
ASN-19853,19374,PRJ-0857,Contributor,100,2019-01-15,2019-04-18
ASN-19854,7655,PRJ-1893,Consultant,75,2021-08-10,
ASN-19855,15983,PRJ-0552,Contributor,100,2021-06-26,
ASN-19856,18609,PRJ-0043,Lead,100,2020-07-25,2022-03-18
ASN-19857,21761,PRJ-0179,Contributor,100,2021-04-11,
ASN-19858,2921,PRJ-1481,Contributor,100,2019-02-19,2022-07-17
ASN-19859,24086,PRJ-0607,Contributor,50,2021-01-03,
ASN-19860,22926,PRJ-0672,Contributor,100,2020-02-23,
ASN-19861,5616,PRJ-0927,Contributor,100,2023-01-12,
ASN-19862,4316,PRJ-0017,Contributor,50,2020-10-17,
ASN-19863,22485,PRJ-1136,Contributor,100,2020-10-20,
ASN-19864,12461,PRJ-1639,Lead,100,2022-07-11,
ASN-19865,2784,PRJ-1054,Reviewer,25,2019-05-14,
ASN-19866,9606,PRJ-1216,Reviewer,25,2021-01-11,2023-03-05
ASN-19867,12790,PRJ-2485,Contributor,100,2023-01-02,
ASN-19868,11841,PRJ-2227,Lead,75,2022-01-07,
ASN-19869,19193,PRJ-0616,Contributor,100,2019-11-06,
ASN-19870,3332,PRJ-0312,Consultant,50,2020-11-10,
ASN-19871,18563,PRJ-2073,Contributor,50,2021-01-13,
ASN-19872,17182,PRJ-2419,Contributor,50,2018-03-31,
ASN-19873,2847,PRJ-0525,Contributor,25,2023-01-14,
ASN-19874,930,PRJ-2278,Contributor,50,2020-09-28,
ASN-19875,4819,PRJ-1474,Contributor,100,2022-05-05,
ASN-19876,19476,PRJ-2426,Consultant,50,2020-09-11,
ASN-19877,2263,PRJ-0888,Contributor,50,2020-07-11,
ASN-19878,12776,PRJ-1925,Contributor,50,2022-01-17,
ASN-19879,7550,PRJ-2008,Lead,50,2020-08-01,
ASN-19880,19865,PRJ-0462,Lead,75,2019-09-10,2021-04-26
ASN-19881,19727,PRJ-2413,Contributor,100,2022-03-06,
ASN-19882,22438,PRJ-2152,Contributor,50,2023-01-02,
ASN-19883,23959,PRJ-0428,Reviewer,100,2021-06-06,
ASN-19884,24244,PRJ-0469,Contributor,75,2018-11-01,
ASN-19885,9410,PRJ-1015,Contributor,100,2019-05-01,2021-07-20
ASN-19886,9657,PRJ-1605,Contributor,50,2021-11-04,
ASN-19887,4175,PRJ-0870,Contributor,100,2021-01-06,
ASN-19888,23532,PRJ-0886,Consultant,50,2022-06-22,
ASN-19889,4771,PRJ-1274,Reviewer,100,2022-01-05,
ASN-19890,5834,PRJ-0331,Contributor,50,2018-02-04,
ASN-19891,24590,PRJ-1956,Reviewer,25,2021-01-10,2023-05-08
ASN-19892,23387,PRJ-0587,Contributor,100,2022-01-03,2022-06-17
ASN-19893,18678,PRJ-0201,Reviewer,100,2019-10-26,2020-04-02
ASN-19894,2046,PRJ-0454,Contributor,100,2018-03-13,2018-07-19
ASN-19895,1038,PRJ-0826,Contributor,50,2019-04-27,2020-05-24
ASN-19896,6243,PRJ-0111,Contributor,50,2022-03-05,2022-04-25
ASN-19897,9652,PRJ-0908,Contributor,100,2022-12-04,2023-01-17
ASN-19898,24833,PRJ-1773,Contributor,25,2021-09-15,
ASN-19899,12322,PRJ-1568,Contributor,50,2022-08-11,2022-12-27
ASN-19900,6163,PRJ-1233,Contributor,100,2020-08-21,
ASN-19901,4074,PRJ-2081,Reviewer,100,2020-03-21,
ASN-19902,17668,PRJ-0555,Reviewer,25,2022-12-24,2023-03-18
ASN-19903,16036,PRJ-1904,Contributor,100,2018-09-05,
ASN-19904,6733,PRJ-0107,Contributor,25,2020-08-24,
ASN-19905,22330,PRJ-2274,Lead,100,2022-01-12,
ASN-19906,3488,PRJ-2227,Consultant,100,2022-01-06,
ASN-19907,2185,PRJ-1394,Contributor,50,2022-01-07,2022-02-24
ASN-19908,24935,PRJ-0167,Contributor,75,2021-05-15,2023-04-09
ASN-19909,13891,PRJ-2348,Reviewer,25,2022-05-13,
ASN-19910,19572,PRJ-1405,Contributor,50,2019-03-05,2021-09-06
ASN-19911,9418,PRJ-2083,Contributor,100,2021-05-31,
ASN-19912,5496,PRJ-2455,Contributor,75,2022-01-25,2022-12-04
ASN-19913,18682,PRJ-1526,Lead,25,2021-01-15,2023-02-17
ASN-19914,14782,PRJ-0314,Contributor,50,2020-06-30,
ASN-19915,7098,PRJ-0816,Contributor,100,2019-12-08,2020-01-08
ASN-19916,8470,PRJ-0743,Contributor,100,2022-01-02,
ASN-19917,12400,PRJ-0826,Contributor,100,2019-04-27,2020-05-24
ASN-19918,16203,PRJ-1125,Contributor,50,2019-02-08,2021-06-10
ASN-19919,19929,PRJ-0569,Consultant,25,2020-04-04,2022-09-13
ASN-19920,10986,PRJ-1239,Reviewer,100,2022-01-10,2022-07-02
ASN-19921,6832,PRJ-1959,Contributor,25,2022-01-05,
ASN-19922,16776,PRJ-2110,Contributor,100,2018-06-06,
ASN-19923,969,PRJ-0369,Contributor,25,2021-02-10,
ASN-19924,10383,PRJ-1392,Contributor,100,2021-08-16,2023-05-05
ASN-19925,5152,PRJ-0094,Reviewer,50,2019-06-08,
ASN-19926,10819,PRJ-1459,Contributor,75,2022-08-06,
ASN-19927,20749,PRJ-2098,Contributor,25,2018-11-27,2022-08-30
ASN-19928,19692,PRJ-0764,Contributor,25,2021-07-22,
ASN-19929,10793,PRJ-2084,Reviewer,100,2021-04-09,2022-03-19
ASN-19930,6126,PRJ-1434,Contributor,100,2018-08-26,
ASN-19931,4371,PRJ-2148,Contributor,100,2021-07-06,
ASN-19932,4839,PRJ-0329,Contributor,75,2021-06-04,2022-11-18
ASN-19933,16176,PRJ-0706,Consultant,75,2022-11-28,
ASN-19934,24662,PRJ-0221,Contributor,100,2019-09-07,
ASN-19935,3135,PRJ-1815,Reviewer,25,2019-10-29,
ASN-19936,12692,PRJ-1862,Lead,100,2022-01-10,2022-05-22
ASN-19937,10432,PRJ-0996,Reviewer,100,2022-04-29,
ASN-19938,11557,PRJ-1022,Lead,75,2018-08-13,2021-04-10
ASN-19939,1055,PRJ-0110,Contributor,25,2021-02-06,2021-11-22
ASN-19940,20114,PRJ-0149,Contributor,50,2020-10-01,2023-04-10
ASN-19941,2670,PRJ-2454,Lead,75,2022-04-12,2023-05-07
ASN-19942,16660,PRJ-0699,Contributor,50,2021-01-15,
ASN-19943,16082,PRJ-1434,Contributor,100,2018-08-30,
ASN-19944,12939,PRJ-0108,Contributor,75,2020-05-21,
ASN-19945,5718,PRJ-0389,Contributor,50,2020-08-18,
ASN-19946,12283,PRJ-0425,Reviewer,50,2021-01-08,2023-06-27
ASN-19947,14892,PRJ-2495,Contributor,100,2023-01-14,2023-03-06
ASN-19948,9298,PRJ-1092,Contributor,100,2019-01-09,2019-04-01
ASN-19949,14202,PRJ-2000,Contributor,50,2020-09-02,2021-02-01
ASN-19950,16290,PRJ-1664,Contributor,25,2022-12-11,2023-11-11
ASN-19951,24407,PRJ-1528,Contributor,25,2023-01-05,
ASN-19952,24385,PRJ-2027,Consultant,25,2021-03-29,
ASN-19953,12874,PRJ-2369,Contributor,100,2022-12-13,
ASN-19954,16513,PRJ-1856,Reviewer,50,2019-04-19,2019-07-28
ASN-19955,23462,PRJ-0447,Contributor,100,2022-04-04,2023-11-14
ASN-19956,20711,PRJ-1598,Reviewer,100,2022-09-05,
ASN-19957,19953,PRJ-0210,Contributor,50,2019-11-07,
ASN-19958,13449,PRJ-0849,Reviewer,100,2019-12-12,
ASN-19959,15199,PRJ-1863,Lead,50,2021-01-20,
ASN-19960,7623,PRJ-2418,Lead,100,2022-01-15,2022-05-28
ASN-19961,8081,PRJ-1965,Contributor,100,2018-01-25,2018-07-13
ASN-19962,2403,PRJ-1588,Contributor,50,2018-04-12,2019-03-11
ASN-19963,18032,PRJ-1652,Reviewer,25,2020-08-05,
ASN-19964,3557,PRJ-1917,Contributor,25,2022-01-01,
ASN-19965,2194,PRJ-1919,Contributor,25,2019-05-13,
ASN-19966,10240,PRJ-0577,Contributor,75,2021-01-18,2023-10-25
ASN-19967,19489,PRJ-1666,Reviewer,100,2019-01-11,2021-07-04
ASN-19968,20740,PRJ-0689,Contributor,50,2022-01-15,
ASN-19969,18519,PRJ-0790,Reviewer,50,2021-01-13,
ASN-19970,20288,PRJ-0992,Consultant,25,2022-02-15,
ASN-19971,19998,PRJ-2211,Reviewer,50,2021-10-22,2023-02-02
ASN-19972,8584,PRJ-0977,Contributor,100,2022-01-06,
ASN-19973,18664,PRJ-1356,Contributor,50,2020-03-10,
ASN-19974,12876,PRJ-1688,Contributor,25,2020-05-14,
ASN-19975,10687,PRJ-0350,Contributor,50,2022-12-14,2023-12-18
ASN-19976,17537,PRJ-1772,Contributor,100,2022-01-07,
ASN-19977,1295,PRJ-0426,Contributor,75,2020-04-16,2022-01-27
ASN-19978,15449,PRJ-0327,Contributor,25,2018-12-24,2019-03-28
ASN-19979,21674,PRJ-1130,Contributor,50,2021-03-26,
ASN-19980,10368,PRJ-0255,Contributor,25,2018-12-23,2020-03-26
ASN-19981,19630,PRJ-2038,Contributor,25,2019-12-20,
ASN-19982,22453,PRJ-2406,Contributor,100,2019-08-17,2019-12-08
ASN-19983,13338,PRJ-1991,Contributor,25,2021-01-11,
ASN-19984,23101,PRJ-0444,Contributor,100,2022-01-01,
ASN-19985,6655,PRJ-0113,Contributor,25,2018-01-13,
ASN-19986,19323,PRJ-1054,Contributor,100,2020-01-13,
ASN-19987,19011,PRJ-0689,Contributor,100,2022-01-23,
ASN-19988,17334,PRJ-0991,Contributor,50,2019-01-11,
ASN-19989,12694,PRJ-1874,Contributor,50,2019-02-19,
ASN-19990,9242,PRJ-0046,Contributor,100,2019-08-01,
ASN-19991,4076,PRJ-1195,Contributor,50,2020-10-12,2023-06-16
ASN-19992,12652,PRJ-0757,Contributor,25,2018-07-27,
ASN-19993,9276,PRJ-1377,Consultant,25,2020-10-17,
ASN-19994,12839,PRJ-1227,Contributor,25,2020-01-10,
ASN-19995,1659,PRJ-1250,Lead,25,2018-08-24,
ASN-19996,6933,PRJ-0564,Contributor,100,2021-02-27,2021-12-29
ASN-19997,14249,PRJ-2209,Contributor,50,2020-07-31,2022-04-05
ASN-19998,24438,PRJ-2273,Contributor,100,2022-03-25,
ASN-19999,6960,PRJ-1341,Contributor,25,2018-11-16,2021-03-19
ASN-20000,18202,PRJ-1438,Reviewer,50,2022-01-02,
ASN-20001,8383,PRJ-0095,Contributor,25,2020-10-21,
ASN-20002,16845,PRJ-1803,Contributor,25,2019-11-24,2021-12-05
ASN-20003,24356,PRJ-0949,Contributor,100,2023-01-06,
ASN-20004,15000,PRJ-0553,Contributor,100,2019-09-27,
ASN-20005,22400,PRJ-0066,Contributor,100,2019-11-10,
ASN-20006,6377,PRJ-1498,Lead,100,2021-06-26,
ASN-20007,18906,PRJ-0665,Consultant,75,2019-01-10,2020-11-18
ASN-20008,3477,PRJ-0180,Contributor,100,2022-01-05,
ASN-20009,19090,PRJ-1483,Reviewer,50,2022-07-25,
ASN-20010,4367,PRJ-0202,Contributor,100,2022-08-20,2023-08-08
ASN-20011,16207,PRJ-1499,Contributor,25,2023-01-08,
ASN-20012,12459,PRJ-1542,Contributor,100,2020-07-17,
ASN-20013,28,PRJ-1313,Consultant,100,2022-01-11,
ASN-20014,20616,PRJ-1949,Contributor,50,2019-01-05,
ASN-20015,11165,PRJ-0694,Reviewer,100,2022-09-15,2022-12-21
ASN-20016,6549,PRJ-1720,Reviewer,100,2021-09-13,
ASN-20017,3025,PRJ-1268,Contributor,100,2022-01-01,2023-12-12
ASN-20018,1265,PRJ-1792,Contributor,75,2021-01-02,2021-12-21
ASN-20019,9048,PRJ-1722,Reviewer,75,2019-02-04,2020-09-30
ASN-20020,12218,PRJ-1622,Lead,100,2019-08-26,
ASN-20021,6588,PRJ-1198,Contributor,100,2018-04-25,
ASN-20022,6578,PRJ-1558,Contributor,75,2022-04-29,
ASN-20023,17636,PRJ-1533,Contributor,50,2022-08-18,2023-07-11
ASN-20024,12797,PRJ-2292,Reviewer,75,2021-08-03,
ASN-20025,3871,PRJ-2108,Contributor,25,2019-05-16,
ASN-20026,1327,PRJ-0104,Reviewer,100,2019-03-12,2020-10-16
ASN-20027,22562,PRJ-1695,Consultant,100,2019-10-02,2022-06-11
ASN-20028,9218,PRJ-1011,Contributor,100,2023-01-03,
ASN-20029,16746,PRJ-1768,Reviewer,50,2022-10-11,
ASN-20030,17603,PRJ-2125,Contributor,100,2019-01-03,
ASN-20031,606,PRJ-1042,Contributor,100,2022-12-12,2023-11-16
ASN-20032,22344,PRJ-1558,Contributor,100,2022-04-28,
ASN-20033,18055,PRJ-1208,Contributor,100,2022-03-17,
ASN-20034,13004,PRJ-1681,Contributor,75,2021-02-15,
ASN-20035,10490,PRJ-1679,Contributor,100,2021-02-08,2021-07-25
ASN-20036,20828,PRJ-2315,Consultant,75,2022-04-20,2023-01-20
ASN-20037,17662,PRJ-0781,Contributor,50,2021-04-03,
ASN-20038,16783,PRJ-0946,Contributor,25,2022-01-04,
ASN-20039,13488,PRJ-1831,Contributor,50,2021-07-11,
ASN-20040,18557,PRJ-0548,Reviewer,100,2021-11-18,
ASN-20041,19195,PRJ-2208,Contributor,50,2021-01-10,
ASN-20042,14734,PRJ-2447,Lead,75,2022-08-03,2023-01-14
ASN-20043,6275,PRJ-2175,Lead,50,2019-11-16,
ASN-20044,22066,PRJ-1798,Contributor,100,2020-01-14,
ASN-20045,10845,PRJ-1881,Lead,100,2020-01-01,
ASN-20046,19324,PRJ-0948,Contributor,75,2022-01-09,
ASN-20047,13190,PRJ-2258,Contributor,75,2022-04-22,
ASN-20048,17329,PRJ-2198,Contributor,25,2018-12-12,2020-05-28
ASN-20049,10972,PRJ-0031,Contributor,100,2020-11-14,
ASN-20050,5966,PRJ-0612,Reviewer,25,2018-07-09,2023-09-16
ASN-20051,12622,PRJ-1865,Contributor,75,2021-03-05,2022-02-14
